#threads,exec_time,speedup
1S,9.990219,1
1,10.023891,.996640
2,5.365019,1.862103
3,3.810226,2.621949
4,3.317297,3.011553
5,2.983361,3.348645
6,3.103090,3.219442
7,3.027383,3.299952
8,2.738519,3.648037
9,3.171054,3.150441
10,2.933473,3.405594
11,3.187320,3.134363
12,3.200260,3.121689
13,3.379789,2.955870
14,3.437023,2.906648
15,3.385306,2.951053
16,3.470047,2.878986
