#threads,exec_time,speedup
1S,0.017508,1
1,0.018336,.954842
2,0.011865,1.475600
3,0.011110,1.575877
4,0.009536,1.835989
5,0.008968,1.952274
6,0.008134,2.152446
7,0.007896,2.217325
8,0.008093,2.163351
9,0.006970,2.511908
10,0.009110,1.921844
11,0.008642,2.025919
12,0.008051,2.174636
13,0.009164,1.910519
14,0.008756,1.999543
15,0.008536,2.051077
16,0.008211,2.132261
