#threads,exec_time,speedup
1S,0.510961,1
1,0.516492,.989291
2,0.294038,1.737737
3,0.222969,2.291623
4,0.170659,2.994046
5,0.177912,2.871987
6,0.187774,2.721148
7,0.189205,2.700568
8,0.172083,2.969270
9,0.178158,2.868021
10,0.192878,2.649140
11,0.179336,2.849182
12,0.185886,2.748786
13,0.190541,2.681632
14,0.187152,2.730192
15,0.204234,2.501841
16,0.194080,2.632733
