#threads,exec_time,speedup
1S,0.893592,1
1,0.899648,.993268
2,0.481706,1.855056
3,0.337045,2.651254
4,0.289848,3.082967
5,0.271552,3.290684
6,0.250448,3.567974
7,0.254451,3.511843
8,0.243200,3.674309
9,0.261407,3.418393
10,0.258658,3.454723
11,0.276136,3.236057
12,0.285525,3.129645
13,0.299234,2.986264
14,0.298857,2.990032
15,0.307616,2.904894
16,0.327537,2.728216
