#threads,exec_time,speedup
1S,0.256496,1
1,0.252996,1.013834
2,0.150160,1.708151
3,0.106411,2.410427
4,0.104685,2.450169
5,0.096460,2.659091
6,0.092273,2.779751
7,0.086334,2.970973
8,0.097952,2.618588
9,0.090502,2.834147
10,0.099940,2.566499
11,0.105032,2.442074
12,0.095499,2.685850
13,0.106395,2.410789
14,0.087746,2.923164
15,0.088527,2.897375
16,0.089842,2.854967
