#threads,exec_time,speedup
1S,0.044781,1
1,0.045338,.987714
2,0.026131,1.713711
3,0.019102,2.344309
4,0.014916,3.002212
5,0.017968,2.492264
6,0.017960,2.493374
7,0.016039,2.792006
8,0.015193,2.947475
9,0.020479,2.186679
10,0.017134,2.613575
11,0.020564,2.177640
12,0.019035,2.352561
13,0.022053,2.030608
14,0.019434,2.304260
15,0.021107,2.121618
16,0.021381,2.094429
