#threads,exec_time,speedup
1S,26.432400,1
1,26.555640,.995359
2,14.515779,1.820942
3,10.098378,2.617489
4,8.580925,3.080367
5,8.321623,3.176351
6,7.868415,3.359304
7,7.302578,3.619598
8,7.700905,3.432375
9,8.134354,3.249477
10,7.816551,3.381593
11,8.703729,3.036905
12,8.626931,3.063940
13,8.766903,3.015021
14,9.291576,2.844770
15,8.652376,3.054929
16,9.342574,2.829241
