#threads,exec_time,speedup
1S,0.013850,1
1,0.014548,.952020
2,0.008854,1.564264
3,0.006817,2.031685
4,0.006926,1.999711
5,0.007059,1.962034
6,0.006406,2.162035
7,0.006593,2.100712
8,0.006817,2.031685
9,0.006817,2.031685
10,0.006175,2.242914
11,0.006941,1.995389
12,0.005963,2.322656
13,0.006822,2.030196
14,0.006706,2.065314
15,0.006275,2.207171
16,0.006166,2.246188
