#threads,exec_time,speedup
1S,0.032054,1
1,0.032940,.973102
2,0.019952,1.606555
3,0.015714,2.039837
4,0.014912,2.149543
5,0.012469,2.570695
6,0.011872,2.699966
7,0.012395,2.586042
8,0.011959,2.680324
9,0.014509,2.209249
10,0.013228,2.423193
11,0.011277,2.842422
12,0.012730,2.517989
13,0.013531,2.368930
14,0.012338,2.597989
15,0.013788,2.324775
16,0.011257,2.847472
