#threads,exec_time,speedup
1S,0.056319,1
1,0.057083,.986615
2,0.034697,1.623166
3,0.032376,1.739529
4,0.021767,2.587357
5,0.024010,2.345647
6,0.027833,2.023461
7,0.020581,2.736455
8,0.023387,2.408132
9,0.021085,2.671045
10,0.024674,2.282524
11,0.022029,2.556584
12,0.025265,2.229131
13,0.024300,2.317654
14,0.023726,2.373725
15,0.025994,2.166615
16,0.023828,2.363563
